Model,1-1.ADE-ADE identification-cot-greedy-42.result.json,1-2.ADE-ADE relation-cot-greedy-42.result.json,1-3.ADE-Drug dosage-cot-greedy-42.result.json,103.icliniq-10k-cot-greedy-42.result.json,104.HealthCareMagic-100k-cot-greedy-42.result.json,105.MIMIC-IV CDM-cot-greedy-42.result.json,106.MIMIC-III Outcome.LoS-cot-greedy-42.result.json,106.MIMIC-III Outcome.Mortality-cot-greedy-42.result.json,107.MIMIC-IV BHC-cot-greedy-42.result.json,108.MIMIC-IV DiReCT.Dis-cot-greedy-42.result.json,108.MIMIC-IV DiReCT.PDD-cot-greedy-42.result.json,19.ClinicalNotes-UPMC-cot-greedy-42.result.json,22.CLIP-cot-greedy-42.result.json,33.GOUT-CC.consensus-cot-greedy-42.result.json,35.n2c2 2006 - De-identification-cot-greedy-42.result.json,37.i2b2-2009-Medication-Extraction-Challenge-cot-greedy-42.result.json,38-1.i2b2-2010-Relations-Challenge-concept-cot-greedy-42.result.json,38-2.i2b2-2010-Relations-Challenge-assertion-cot-greedy-42.result.json,38-3.i2b2-2010-Relations-Challenge-relation-cot-greedy-42.result.json,41.n2c2 2014 - De-identification-cot-greedy-42.result.json,5.BrainMRI-AIS-cot-greedy-42.result.json,51.MEDIQA_2019_Task2_RQE-cot-greedy-42.result.json,55.MedNLI-cot-greedy-42.result.json,57.MedSTS-cot-greedy-42.result.json,62.mtsamples-cot-greedy-42.result.json,63.MTSamples-temporal annotation-cot-greedy-42.result.json,65.n2c2-2018-Track2-Adverse-Drug-Events-and-Medication-Extraction-cot-greedy-42.result.json,76-1.MTS-Dialog-MEDIQA-2023-chat-task-A-cot-greedy-42.result.json,76-2.MTS-Dialog-MEDIQA-2023-sum-task-A-cot-greedy-42.result.json,76-3.MTS-Dialog-MEDIQA-2023-sum-task-B-cot-greedy-42.result.json,90-1.n2c2 2014 - Heart Disease Challenge - Diabete-cot-greedy-42.result.json,90-2.n2c2 2014 - Heart Disease Challenge - CAD-cot-greedy-42.result.json,90-3.n2c2 2014 - Heart Disease Challenge - Hyperlipidemia-cot-greedy-42.result.json,90-4.n2c2 2014 - Heart Disease Challenge - Hypertension-cot-greedy-42.result.json,90-8.n2c2 2014 - Heart Disease Challenge - Medication-cot-greedy-42.result.json,task_average
DeepSeek-R1-Distill-Llama-8B,0.003822264691829909,0.004672897196261682,0.010362694300518135,0.0068212824010914054,0.009733011876060363,0.029166666666666667,0.095,0.109,0.054,0.04329896907216495,0.04742268041237113,0.0,0.0010718113612004287,0.002352941176470588,0.0,0.0,0.014285714285714285,0.05138339920948617,0.03389830508474576,0.009727626459143969,0.0,0.008695652173913044,0.00844475721323012,0.0027397260273972603,0.02127659574468085,0.014598540145985401,0.0,0.025,0.010050251256281407,0.045454545454545456,0.0,0.0,0.0,0.002544529262086514,0.0,0.018994996042052726
DeepSeek-R1-Distill-Qwen-1.5B,0.004300047778308648,0.009345794392523364,0.010362694300518135,0.008185538881309686,0.009286543441378695,0.008333333333333333,0.087,0.114,0.041,0.03505154639175258,0.032989690721649485,0.0,0.0010718113612004287,0.007058823529411765,0.02727272727272727,0.008733624454148471,0.004761904761904762,0.023715415019762844,0.0211864406779661,0.023346303501945526,0.0,0.013043478260869565,0.005629838142153413,0.00410958904109589,0.02553191489361702,0.029197080291970802,0.024752475247524754,0.025,0.010050251256281407,0.030303030303030304,0.016483516483516484,0.022123893805309734,0.012048192771084338,0.010178117048346057,0.015521064301552107,0.020599276619034084
DeepSeek-R1-Distill-Qwen-14B,0.004777830864787387,0.007009345794392523,0.010362694300518135,0.005457025920873124,0.008125725511206357,0.020833333333333332,0.093,0.121,0.043,0.0577319587628866,0.05567010309278351,0.0,0.0010718113612004287,0.004705882352941176,0.0,0.0,0.023809523809523808,0.039525691699604744,0.0211864406779661,0.005836575875486381,0.0,0.008695652173913044,0.0063335679099225895,0.005479452054794521,0.01276595744680851,0.032846715328467155,0.009900990099009901,0.02,0.010050251256281407,0.015151515151515152,0.0,0.008849557522123894,0.0,0.002544529262086514,0.0022172949002217295,0.018798269327504225
DeepSeek-R1-Distill-Qwen-32B,0.004300047778308648,0.009345794392523364,0.010362694300518135,0.009549795361527967,0.009286543441378695,0.029166666666666667,0.126,0.143,0.045,0.049484536082474224,0.05154639175257732,0.0,0.0010718113612004287,0.002352941176470588,0.00909090909090909,0.0,0.02857142857142857,0.03557312252964427,0.0211864406779661,0.007782101167315175,0.0,0.008695652173913044,0.007741027445460943,0.00410958904109589,0.02553191489361702,0.025547445255474453,0.0049504950495049506,0.02,0.010050251256281407,0.015151515151515152,0.0,0.01327433628318584,0.0,0.0,0.004434589800443459,0.020918801162897183
DeepSeek-R1-Distill-Qwen-7B,0.005255613951266125,0.007009345794392523,0.010362694300518135,0.0068212824010914054,0.011965354049468703,0.020833333333333332,0.1,0.13,0.061,0.041237113402061855,0.03917525773195876,0.0,0.0010718113612004287,0.007058823529411765,0.013636363636363636,0.004366812227074236,0.014285714285714285,0.039525691699604744,0.0211864406779661,0.03501945525291829,0.0,0.013043478260869565,0.007741027445460943,0.0027397260273972603,0.01702127659574468,0.051094890510948905,0.019801980198019802,0.07,0.03015075376884422,0.03535353535353535,0.0027472527472527475,0.004424778761061947,0.008032128514056224,0.005089058524173028,0.004434589800443459,0.024042445261204366
HuatuoGPT-o1-70B,0.0033444816053511705,0.0,0.0051813471502590676,0.001364256480218281,0.0025895169211536746,0.004166666666666667,0.058,0.072,0.04,0.0288659793814433,0.030927835051546393,0.0,0.0010718113612004287,0.002352941176470588,0.004545454545454545,0.0,0.01904761904761905,0.039525691699604744,0.025423728813559324,0.0019455252918287938,0.0,0.008695652173913044,0.0049261083743842365,0.00410958904109589,0.01702127659574468,0.0036496350364963502,0.0049504950495049506,0.02,0.010050251256281407,0.010101010101010102,0.0,0.0,0.0,0.0,0.004434589800443459,0.012236898932035717
HuatuoGPT-o1-72B,0.003822264691829909,0.002336448598130841,0.010362694300518135,0.005457025920873124,0.004018215912135012,0.008333333333333333,0.061,0.07,0.035,0.018556701030927835,0.024742268041237112,0.0,0.0021436227224008574,0.002352941176470588,0.0,0.0,0.01904761904761905,0.043478260869565216,0.0211864406779661,0.0019455252918287938,0.0,0.008695652173913044,0.0063335679099225895,0.00410958904109589,0.01702127659574468,0.0072992700729927005,0.0,0.025,0.010050251256281407,0.025252525252525252,0.0,0.004424778761061947,0.0,0.0,0.008869179600886918,0.012881127207978864
HuatuoGPT-o1-7B,0.003822264691829909,0.007009345794392523,0.010362694300518135,0.001364256480218281,0.004286096972944013,0.016666666666666666,0.055,0.074,0.04,0.026804123711340205,0.030927835051546393,0.0,0.0021436227224008574,0.002352941176470588,0.013636363636363636,0.0,0.004761904761904762,0.03162055335968379,0.0211864406779661,0.009727626459143969,0.0,0.008695652173913044,0.0063335679099225895,0.0013698630136986301,0.029787234042553193,0.021897810218978103,0.01485148514851485,0.03,0.010050251256281407,0.010101010101010102,0.0,0.008849557522123894,0.008032128514056224,0.002544529262086514,0.008869179600886918,0.014773000149354723
HuatuoGPT-o1-8B,0.002866698518872432,0.002336448598130841,0.0051813471502590676,0.001364256480218281,0.002500223234217341,0.004166666666666667,0.066,0.079,0.043,0.03505154639175258,0.030927835051546393,0.0,0.0010718113612004287,0.002352941176470588,0.01818181818181818,0.0,0.01904761904761905,0.04743083003952569,0.0211864406779661,0.013618677042801557,0.0,0.008695652173913044,0.0049261083743842365,0.0027397260273972603,0.00851063829787234,0.014598540145985401,0.009900990099009901,0.02,0.010050251256281407,0.015151515151515152,0.008241758241758242,0.017699115044247787,0.004016064257028112,0.005089058524173028,0.0022172949002217295,0.015060624917510082
Hulu-Med-14B,0.003822264691829909,0.0,0.0,0.005457025920873124,0.00892936869363336,0.016666666666666666,0.078,0.088,0.053,0.030927835051546393,0.030927835051546393,0.0,0.0,0.0,0.013636363636363636,0.0,0.01904761904761905,0.023715415019762844,0.025423728813559324,0.0038910505836575876,0.0,0.008695652173913044,0.005629838142153413,0.0013698630136986301,0.01276595744680851,0.029197080291970802,0.0049504950495049506,0.02,0.010050251256281407,0.010101010101010102,0.0,0.004424778761061947,0.0,0.0,0.004434589800443459,0.01465899112039727
Hulu-Med-32B,0.002866698518872432,0.002336448598130841,0.0051813471502590676,0.002728512960436562,0.007589963389588356,0.020833333333333332,0.086,0.097,0.046,0.0288659793814433,0.02268041237113402,0.0,0.0,0.002352941176470588,0.00909090909090909,0.0,0.01904761904761905,0.03557312252964427,0.025423728813559324,0.005836575875486381,0.0,0.008695652173913044,0.0049261083743842365,0.0027397260273972603,0.01276595744680851,0.04744525547445255,0.0049504950495049506,0.02,0.010050251256281407,0.015151515151515152,0.0027472527472527475,0.022123893805309734,0.0,0.002544529262086514,0.0,0.016387092257308365
Hulu-Med-7B,0.0033444816053511705,0.007009345794392523,0.010362694300518135,0.0,0.004107509599071346,0.016666666666666666,0.093,0.108,0.046,0.03505154639175258,0.032989690721649485,0.0,0.0010718113612004287,0.004705882352941176,0.022727272727272728,0.0,0.023809523809523808,0.023715415019762844,0.0211864406779661,0.019455252918287938,0.0,0.008695652173913044,0.0049261083743842365,0.0013698630136986301,0.01702127659574468,0.01824817518248175,0.0,0.025,0.010050251256281407,0.010101010101010102,0.008241758241758242,0.008849557522123894,0.012048192771084338,0.010178117048346057,0.0066518847006651885,0.01755958231222424
K2-Think,0.003822264691829909,0.004672897196261682,0.010362694300518135,0.013642564802182811,0.010268773997678364,0.020833333333333332,0.091,0.117,0.052,0.05979381443298969,0.05567010309278351,0.0,0.0021436227224008574,0.002352941176470588,0.004545454545454545,0.021834061135371178,0.0380952380952381,0.05138339920948617,0.046610169491525424,0.021400778210116732,0.0,0.008695652173913044,0.0063335679099225895,0.0027397260273972603,0.01702127659574468,0.04744525547445255,0.01485148514851485,0.02,0.010050251256281407,0.010101010101010102,0.02197802197802198,0.017699115044247787,0.012048192771084338,0.017811704834605598,0.013303769401330377,0.02421460397571908
Llama-2-13b-chat,0.002866698518872432,0.007009345794392523,0.0051813471502590676,0.001364256480218281,0.0036610411643896775,0.008333333333333333,0.077,0.084,0.058,0.024742268041237112,0.024742268041237112,0.0,0.0010718113612004287,0.004705882352941176,0.01818181818181818,0.0,0.01904761904761905,0.039525691699604744,0.0211864406779661,0.017509727626459144,0.0,0.008695652173913044,0.00844475721323012,0.0013698630136986301,0.01702127659574468,0.01824817518248175,0.01485148514851485,0.03,0.010050251256281407,0.015151515151515152,0.016483516483516484,0.017699115044247787,0.012048192771084338,0.010178117048346057,0.008869179600886918,0.017349732747285997
Llama-2-70b-chat,0.0033444816053511705,0.004672897196261682,0.010362694300518135,0.001364256480218281,0.004286096972944013,0.0125,0.094,0.105,0.056,0.032989690721649485,0.05360824742268041,0.0,0.004287245444801715,0.004705882352941176,0.022727272727272728,0.0,0.01904761904761905,0.039525691699604744,0.03389830508474576,0.02529182879377432,0.0,0.008695652173913044,0.005629838142153413,0.0027397260273972603,0.01702127659574468,0.025547445255474453,0.039603960396039604,0.02,0.010050251256281407,0.015151515151515152,0.019230769230769232,0.022123893805309734,0.020080321285140562,0.01272264631043257,0.011086474501108648,0.02163702799947607
Llama-2-7b-chat,0.002866698518872432,0.004672897196261682,0.015544041450777202,0.004092769440654843,0.004196803286007679,0.008333333333333333,0.085,0.099,0.041,0.03711340206185567,0.024742268041237112,0.0,0.0010718113612004287,0.004705882352941176,0.004545454545454545,0.0,0.009523809523809525,0.02766798418972332,0.025423728813559324,0.021400778210116732,0.0,0.004347826086956522,0.0049261083743842365,0.0027397260273972603,0.00851063829787234,0.032846715328467155,0.024752475247524754,0.03,0.01507537688442211,0.04040404040404041,0.0,0.0,0.0,0.002544529262086514,0.004434589800443459,0.016899533943982848
Llama-3-70B-UltraMedical,0.003822264691829909,0.002336448598130841,0.010362694300518135,0.0068212824010914054,0.008393606572015358,0.016666666666666666,0.08,0.1,0.059,0.05979381443298969,0.05360824742268041,0.0,0.0010718113612004287,0.002352941176470588,0.004545454545454545,0.0,0.023809523809523808,0.043478260869565216,0.038135593220338986,0.007782101167315175,0.0,0.021739130434782608,0.00844475721323012,0.0027397260273972603,0.02127659574468085,0.032846715328467155,0.024752475247524754,0.025,0.01507537688442211,0.020202020202020204,0.005494505494505495,0.01327433628318584,0.008032128514056224,0.0,0.0022172949002217295,0.020659307814579583
Llama-3.1-70B-Instruct,0.003822264691829909,0.004672897196261682,0.010362694300518135,0.004092769440654843,0.004732565407625681,0.016666666666666666,0.093,0.098,0.049,0.03711340206185567,0.030927835051546393,0.0,0.0010718113612004287,0.002352941176470588,0.004545454545454545,0.0,0.014285714285714285,0.02766798418972332,0.029661016949152543,0.0038910505836575876,0.0,0.008695652173913044,0.007037297677691766,0.0027397260273972603,0.02553191489361702,0.0072992700729927005,0.009900990099009901,0.02,0.010050251256281407,0.010101010101010102,0.0,0.0,0.0,0.0,0.0022172949002217295,0.015412585003156204
Llama-3.1-8B-Instruct,0.002866698518872432,0.002336448598130841,0.0051813471502590676,0.004092769440654843,0.006250558085543352,0.020833333333333332,0.077,0.123,0.041,0.03711340206185567,0.0288659793814433,0.0,0.0010718113612004287,0.004705882352941176,0.013636363636363636,0.0,0.01904761904761905,0.04743083003952569,0.03389830508474576,0.0311284046692607,0.0,0.017391304347826087,0.007741027445460943,0.0013698630136986301,0.02553191489361702,0.0,0.0049504950495049506,0.035,0.01507537688442211,0.005050505050505051,0.005494505494505495,0.004424778761061947,0.0,0.002544529262086514,0.004434589800443459,0.01795624693613947
Llama-3.1-8B-UltraMedical,0.008122312470138558,0.011682242990654205,0.0051813471502590676,0.005457025920873124,0.006875613894097687,0.020833333333333332,0.099,0.116,0.065,0.0577319587628866,0.07216494845360824,0.0,0.00857449088960343,0.007058823529411765,0.04090909090909091,0.017467248908296942,0.023809523809523808,0.05138339920948617,0.038135593220338986,0.04085603112840467,0.0,0.02608695652173913,0.01055594651653765,0.0027397260273972603,0.03404255319148936,0.058394160583941604,0.0297029702970297,0.03,0.010050251256281407,0.025252525252525252,0.019230769230769232,0.035398230088495575,0.0321285140562249,0.02544529262086514,0.024390243902439025,0.03027603211787837
Llama-3.1-Nemotron-70B-Instruct-HF,0.003822264691829909,0.007009345794392523,0.0051813471502590676,0.004092769440654843,0.00794713813733369,0.020833333333333332,0.072,0.094,0.039,0.04536082474226804,0.03711340206185567,0.0,0.0010718113612004287,0.002352941176470588,0.0,0.0,0.009523809523809525,0.03557312252964427,0.025423728813559324,0.007782101167315175,0.0,0.008695652173913044,0.005629838142153413,0.005479452054794521,0.01276595744680851,0.0072992700729927005,0.01485148514851485,0.03,0.010050251256281407,0.015151515151515152,0.0,0.0,0.0,0.0,0.004434589800443459,0.015212741462038387
Llama-3.2-1B-Instruct,0.0019111323459149545,0.009345794392523364,0.0051813471502590676,0.004092769440654843,0.004553978033753014,0.0125,0.085,0.106,0.034,0.0288659793814433,0.03711340206185567,0.0,0.0010718113612004287,0.004705882352941176,0.031818181818181815,0.004366812227074236,0.009523809523809525,0.043478260869565216,0.01694915254237288,0.02529182879377432,0.0,0.004347826086956522,0.0049261083743842365,0.0027397260273972603,0.01702127659574468,0.021897810218978103,0.01485148514851485,0.04,0.010050251256281407,0.025252525252525252,0.02197802197802198,0.02654867256637168,0.024096385542168676,0.020356234096692113,0.011086474501108648,0.020312083998299126
Llama-3.2-3B-Instruct,0.003822264691829909,0.002336448598130841,0.0051813471502590676,0.002728512960436562,0.005357621216180016,0.020833333333333332,0.076,0.127,0.056,0.020618556701030927,0.024742268041237112,0.0,0.0010718113612004287,0.004705882352941176,0.01818181818181818,0.0,0.014285714285714285,0.03162055335968379,0.029661016949152543,0.009727626459143969,0.0,0.004347826086956522,0.005629838142153413,0.0013698630136986301,0.00851063829787234,0.0036496350364963502,0.039603960396039604,0.035,0.020100502512562814,0.025252525252525252,0.0027472527472527475,0.004424778761061947,0.0,0.0,0.004434589800443459,0.01739846244826158
Llama-3.3-70B-Instruct,0.004777830864787387,0.007009345794392523,0.010362694300518135,0.004092769440654843,0.006429145459416019,0.025,0.096,0.104,0.054,0.041237113402061855,0.041237113402061855,0.0,0.0010718113612004287,0.004705882352941176,0.004545454545454545,0.004366812227074236,0.01904761904761905,0.03557312252964427,0.029661016949152543,0.0038910505836575876,0.0,0.008695652173913044,0.009148486980999296,0.0027397260273972603,0.02553191489361702,0.014598540145985401,0.0297029702970297,0.02,0.010050251256281407,0.010101010101010102,0.0,0.0,0.0,0.0,0.0066518847006651885,0.01812083482392957
Llama-4-Scout-17B-16E-Instruct,0.004300047778308648,0.009345794392523364,0.010362694300518135,0.0068212824010914054,0.00794713813733369,0.029166666666666667,0.094,0.083,0.056,0.030927835051546393,0.03711340206185567,0.0,0.0021436227224008574,0.002352941176470588,0.00909090909090909,0.004366812227074236,0.023809523809523808,0.043478260869565216,0.029661016949152543,0.011673151750972763,0.0,0.013043478260869565,0.007037297677691766,0.005479452054794521,0.029787234042553193,0.0072992700729927005,0.009900990099009901,0.03,0.01507537688442211,0.04040404040404041,0.005494505494505495,0.008849557522123894,0.0,0.002544529262086514,0.0066518847006651885,0.01934653473890481
Llama3-OpenBioLLM-70B,0.002866698518872432,0.007009345794392523,0.010362694300518135,0.001364256480218281,0.004911152781498348,0.004166666666666667,0.055,0.062,0.043,0.0288659793814433,0.032989690721649485,0.0,0.0010718113612004287,0.002352941176470588,0.004545454545454545,0.004366812227074236,0.014285714285714285,0.039525691699604744,0.029661016949152543,0.019455252918287938,0.0,0.013043478260869565,0.005629838142153413,0.0027397260273972603,0.01702127659574468,0.0036496350364963502,0.0297029702970297,0.01,0.005025125628140704,0.010101010101010102,0.0027472527472527475,0.008849557522123894,0.004016064257028112,0.002544529262086514,0.0066518847006651885,0.013986386525320478
Llama3-OpenBioLLM-8B,0.0023889154323936935,0.004672897196261682,0.010362694300518135,0.001364256480218281,0.004821859094562015,0.0,0.063,0.035,0.037,0.0288659793814433,0.020618556701030927,0.0,0.0010718113612004287,0.0,0.0,0.004366812227074236,0.02857142857142857,0.03162055335968379,0.029661016949152543,0.005836575875486381,0.0,0.0,0.003518648838845883,0.0,0.00851063829787234,0.014598540145985401,0.009900990099009901,0.015,0.005025125628140704,0.010101010101010102,0.0027472527472527475,0.008849557522123894,0.0,0.005089058524173028,0.004434589800443459,0.0113428219610089
MMed-Llama-3-8B,0.0033444816053511705,0.002336448598130841,0.0051813471502590676,0.005457025920873124,0.00669702652022502,0.03333333333333333,0.107,0.113,0.049,0.041237113402061855,0.041237113402061855,0.0,0.0053590568060021436,0.01647058823529412,0.00909090909090909,0.004366812227074236,0.009523809523809525,0.019762845849802372,0.01694915254237288,0.005836575875486381,0.0,0.0,0.00211118930330753,0.0027397260273972603,0.01702127659574468,0.0036496350364963502,0.019801980198019802,0.045,0.01507537688442211,0.030303030303030304,0.01098901098901099,0.02654867256637168,0.01606425702811245,0.005089058524173028,0.0066518847006651885,0.019892249663994242
Magistral-Small-2506,0.003822264691829909,0.007009345794392523,0.0051813471502590676,0.0,0.005357621216180016,0.025,0.088,0.1,0.062,0.05154639175257732,0.04742268041237113,0.0,0.0021436227224008574,0.002352941176470588,0.004545454545454545,0.0,0.01904761904761905,0.03162055335968379,0.029661016949152543,0.011673151750972763,0.003745318352059925,0.008695652173913044,0.0063335679099225895,0.0027397260273972603,0.01702127659574468,0.0,0.0049504950495049506,0.015,0.01507537688442211,0.010101010101010102,0.0,0.004424778761061947,0.0,0.0,0.0022172949002217295,0.01676252878070349
